Commodity code,Commodity,Quantity,Unit,Supplimentary Quantity,Supplimentary Unit,US dollar
2101190,"Cuts of unboned swine hams&shoulders, saltd, in brine, drd or smkd",5103,Kilogram,0,?,"122,532"
2101900,"Meat of swine, salted, in brine,dried or smoked, nes",180455,Kilogram,0,?,"3,305,566"
3011100,Live ornamental freshwater fish,49628,Kilogram,0,?,"4,760,904"
3011900,Other live ornamental fish,9664,Kilogram,0,?,"855,490"
3019210,Live eels fry,3633,Kilogram,0,?,"16,810,880"
3019290,"Live eels, excl. fry",45794,Kilogram,0,?,"369,523"
3019911,Live perch fry,30,Kilogram,0,?,"4,082"
3019999,"Live fish nes, excl. Fry",3926830,Kilogram,0,?,"21,758,113"
3021300,Fresh or chilled Pacific salmon,76592,Kilogram,0,?,"1,657,136"
3021410,Fresh or chilled Atlantic salmon,13004864,Kilogram,0,?,"192,493,268"
3022200,Fresh or chilled plaice,742,Kilogram,0,?,"11,485"
3022900,Other fresh or chilled flat fish,44402,Kilogram,0,?,"81,359"
3023200,Fresh or chilled yellowfin tunas,359,Kilogram,0,?,"3,598"
3023300,Fresh or chilled Skipjack tuna (stripe-bellied bonito) (Katsuwonus pelamis),785,Kilogram,0,?,"24,335"
3023510,Fresh or chilled Atlantic bluefin tunas,5696,Kilogram,0,?,"189,085"
3023520,Fresh or chilled Pacific bluefin tunas,182719,Kilogram,0,?,"5,613,943"
3023900,"Fresh or chilled tunas, nes",1978,Kilogram,0,?,"72,734"
3024100,Fresh or chilled herrings,6340,Kilogram,0,?,"4,341"
3024400,Fresh or chilled mackerel,3915,Kilogram,0,?,"80,189"
3024500,Fresh or chilled jack and horse mackerel,1076,Kilogram,0,?,"19,753"
3024910,Fresh or chilled siver pomfrets (Pampus spp.),29028,Kilogram,0,?,"486,799"
3028910,Fresh or chilled scabber fish,106814,Kilogram,0,?,"919,632"
3028920,Fresh or chilled yellow croaker,7062,Kilogram,0,?,"59,243"
3028930,Fresh or chilled butterfish(other than silver pomfrets),25053,Kilogram,0,?,"296,566"
3028990,"Fresh or chilled fish, nes",589117,Kilogram,0,?,"5,967,442"
3031100,Frozen sockeye salmon,1318983,Kilogram,0,?,"10,213,962"
3031200,Other frozen Pacific salmon,8707840,Kilogram,0,?,"39,076,301"
3031310,"Atlantic salmon (Salmo salar)  ,frozen",1338709,Kilogram,0,?,"10,642,847"
3031400,Frozen trout,511776,Kilogram,0,?,"4,029,716"
3031900,Other frozen salmonidae,77469,Kilogram,0,?,"122,465"
3032300,Frozen tilapias,70840,Kilogram,0,?,"177,100"
3032400,Frozen catfish,5024412,Kilogram,0,?,"9,603,704"
3032500,Frozen carp,19056,Kilogram,0,?,"23,331"
3032600,Frozen eels,351508,Kilogram,0,?,"417,236"
3033110,Frozen reinhardtius hippoglossoides(Greenland halibut),10849535,Kilogram,0,?,"67,497,353"
3033190,Other frozen halibut,106832,Kilogram,0,?,"612,479"
3033200,Frozen plaice,56172,Kilogram,0,?,"76,248"
3033300,Frozen sole,20368,Kilogram,0,?,"42,242"
3033900,Other frozen flat fish,14425138,Kilogram,0,?,"24,479,252"
3034200,Frozen yellowfin tunas,469041,Kilogram,0,?,"1,297,141"
3034300,Frozen Skipjack tuna (stripe-bellied bonito) (Katsuwonus pelamis),3864000,Kilogram,0,?,"6,560,423"
3034510,Frozen Atlantic bluefin tunas,14431,Kilogram,0,?,"451,016"
3034900,"Frozen tunas, nes",56000,Kilogram,0,?,"81,444"
3035100,Frozen herrings,13047389,Kilogram,0,?,"11,154,710"
3035300,"Frozen sadines, sardinella, brisling or sprats",4926248,Kilogram,0,?,"3,367,817"
3035400,Frozen mackerel,9648720,Kilogram,0,?,"18,981,720"
3035500,Frozen jack and horse mackerel,1143822,Kilogram,0,?,"2,192,207"
3035910,Frozen silver pomfrets (Pampus spp.),107866,Kilogram,0,?,"870,609"
3035990,"Frozen anchovies, Indian mackerels, seerfishes, jacks, crevalles,Pacific saury, scads, capelin,  Kawakawa, bonitos, marlins, sailfishes, spearfish",4111309,Kilogram,0,?,"9,641,088"
3036300,Frozen cod,10729395,Kilogram,0,?,"54,982,809"
3036400,Frozen haddock,2140113,Kilogram,0,?,"7,793,807"
3036500,Frozen coalfish,182713,Kilogram,0,?,"915,106"
3036600,Frozen hake,856487,Kilogram,0,?,"1,539,386"
3036700,Frozen Alaska Pollack,91056056,Kilogram,0,?,"116,737,608"
3036800,Frozen blue whitings,3383548,Kilogram,0,?,"4,373,520"
3036900,"Other Frozen Fish of the families Bregmacerotidae, Euclichthyidae, Gadidae, Macrouridae etc.",2421682,Kilogram,0,?,"5,080,468"
3038200,Frozen rays and skates,32863,Kilogram,0,?,"53,310"
3038300,Frozen toothfish,406517,Kilogram,0,?,"11,740,377"
3038400,Frozen seabass,8,Kilogram,0,?,598
3038910,Frozen scabber fish,17250055,Kilogram,0,?,"39,813,191"
3038920,Frozen yellow croaker,779990,Kilogram,0,?,"1,295,792"
3038930,Frozen butterfish(other than silver pomfrets),528900,Kilogram,0,?,"1,891,343"
3038990,"Frozen fish, nes",51235075,Kilogram,0,?,"103,687,599"
3039100,"Frozen fish liver, roes and milt",1005071,Kilogram,0,?,"14,954,622"
3039200,Frozen shark fins,433963,Kilogram,0,?,"4,666,331"
3039900,Other frozen edible fish offal,8310030,Kilogram,0,?,"33,981,291"
3044100,Fresh or chilled fillets of Pacific/Altantic/Danude salmon,212678,Kilogram,0,?,"4,044,851"
3044900,Other fresh or chilled fish fillets,3672,Kilogram,0,?,"58,896"
3045900,Other fresh or chilled meat of fish,13426,Kilogram,0,?,"1,047,395"
3046290,Frozen fillets of other catfish,12675035,Kilogram,0,?,"28,384,885"
3047100,Frozen fillets of cod,65760,Kilogram,0,?,"154,534"
3047500,Frozen fillets of Alaska pollack,35496,Kilogram,0,?,"141,132"
3048100,Frozen fillets of Pacific/Atlantic/Danude salmon,145274,Kilogram,0,?,"1,894,100"
3048300,Frozen fillets of flat fish,11632,Kilogram,0,?,"113,438"
3048500,Frozen fillets of toothfish,5120,Kilogram,0,?,"284,605"
3048600,Frozen fillets of herrings,96136,Kilogram,0,?,"214,254"
3048700,"Frozen fillets of tunas, skipjack tuna (stripe-bellied bonito) ",30528,Kilogram,0,?,"70,206"
3048900,Frozen fillets of other fish,69572,Kilogram,0,?,"1,162,561"
3049200,Frozen meat of toothfish,1475,Kilogram,0,?,"4,041"
3049300,"Frozen meat of tilapias, catfish , carp, eels, Nile perch and snakeheads",658900,Kilogram,0,?,"1,459,063"
3049400,Frozen meat of Alaska pollack,243563,Kilogram,0,?,"1,080,846"
3049500,"Frozen meat of fish of the families Bregmacerotidae, Euclichthyidae, Gadidae etc, other than Alaska Pollack",498691,Kilogram,0,?,"998,615"
3049900,Frozen meat of other fish,3802358,Kilogram,0,?,"14,382,204"
3052000,"Dried/smoked/salted fish livers,roes and milt",75652,Kilogram,0,?,"4,506,083"
3053100,"Dried/salted fillets of tilapias, catfish , carp, eels, Nile perch and snakeheads",17600,Kilogram,0,?,"35,559"
3053900,Dried/salted fillets of other fish,6120,Kilogram,0,?,"11,947"
3055490,"Dried herrings, anchovies, sardines,mackerel,seerfishes,Pacific saury, swordfish, bonitos etc.",63721,Kilogram,0,?,"109,640"
3055990,Other dried fish(excl.offal),6851657,Kilogram,0,?,"14,536,061"
3056990,"Salted fish,nes(excl.offal)",406762,Kilogram,0,?,"1,078,014"
3057100,Shark fins,118936,Kilogram,0,?,"3,206,010"
3057200,"Fish heads, tails and maws",307434,Kilogram,0,?,"9,247,740"
3057900,Other fish fins and edible offal,151126,Kilogram,0,?,"277,992"
3061100,Frozen rock lobsters and crawfish,508420,Kilogram,0,?,"10,825,473"
3061200,Frozen lobsters,88982,Kilogram,0,?,"1,443,491"
3061410,Frozen swimming crabs,146149,Kilogram,0,?,"295,048"
3061490,Other frozen crabs,2334271,Kilogram,0,?,"30,242,385"
3061500,Frozen Norway lobsters,31515,Kilogram,0,?,"524,630"
3061630,"Frozen cold-water shrimps and prawns (Pandalus spp, Crangon crangon) , shelled",856,Kilogram,0,?,"122,952"
3061640,"Frozen northern pandalus (Pandalus borealis), unshelled",6085053,Kilogram,0,?,"44,545,508"
3061690,"Frozen cold-water shrimps and prawns (Pandalus spp, Crangon crangon) , unshelled",2315272,Kilogram,0,?,"14,635,131"
3061730,"Other frozen shrimps and prawns, shelled",3730740,Kilogram,0,?,"21,757,919"
3061790,"Other frozen shrimps and prawns, unshelled",128321832,Kilogram,0,?,"698,204,214"
3061990,"Frozen crustaceans,nes",78000,Kilogram,0,?,"4,252,522"
3063190,"Live/fresh/chilled rock lobster and other sea crawfish, not for cultivation",1886916,Kilogram,0,?,"112,080,818"
3063290,"Live/fresh/chilled lobsters, not for cultivation",6512349,Kilogram,0,?,"165,281,626"
3063399,"Other live/fresh/chilled crabs, not for cultivation",14252019,Kilogram,0,?,"254,135,170"
3063490,"Live/fresh/chilled Norway lobsters, not for cultivation",408,Kilogram,0,?,"22,383"
3063590,"Live cole-water prawns and live/fresh/cold cold-water shrimps, not for cultivation",33312,Kilogram,0,?,"555,757"
3063610,Other shrimps/prawns for cultivation,4524,Kilogram,0,?,"5,358,146"
3063690,"Other live prawns and live/fresh/cold shrimps, not for cultivation",532828,Kilogram,0,?,"8,591,246"
3063910,Other crustaceans for cultivation,80,Kilogram,0,?,"33,841"
3063990,"Live/fresh/chilled crustaceans ,nes",238126,Kilogram,0,?,"12,192,152"
3069590,Other shrimps and prawns£¬prepared other than fresh/chilled,2391952,Kilogram,0,?,"3,921,773"
3071190,"Live/fresh/chilled oysters, not for cultivation",297834,Kilogram,0,?,"4,337,332"
3071200,Frozen oysters,22,Kilogram,0,?,221
3072191,"Other scallops,live/fresh/chilled",310825,Kilogram,0,?,"1,590,661"
3072199,"Other molluscs of the family Pectinidae, live/fresh/chilled",151541,Kilogram,0,?,"835,505"
3072210,Frozen scallops,53658,Kilogram,0,?,"540,770"
3072290,Frozen other molluscs of the family Pectinidae,1265000,Kilogram,0,?,"6,674,711"
3072910,"Scallops, dried/salted/in brine/smoked",23730,Kilogram,0,?,"118,983"
3073190,"Live/fresh/chilled mussels, not for cultivation",281089,Kilogram,0,?,"1,158,460"
3073200,Frzen mussels,207814,Kilogram,0,?,"1,354,611"
3074291,"Live/fresh/chilled cuttle fish(Sepia of ficinalis,Rossia macrosoma,Sepiola spp.)and squid(Ommastrephes spp.,Loligo spp., Nototodarus spp.,Sepioteuthis spp.)",1144,Kilogram,0,?,"50,411"
3074299,Other live/fresh/chilled cuttle fish and squid,1152,Kilogram,0,?,"3,343"
3074310,"Frozen cuttle fish(Sepia of ficinalis,Rossia macrosoma,Sepiola spp.)and squid(Ommastrephes spp.,Loligo spp., Nototodarus spp.,Sepioteuthis spp.)",34125551,Kilogram,0,?,"114,838,496"
3074390,Other frozen cuttle fish and squid,14003885,Kilogram,0,?,"32,119,194"
3074910,"Dried/salted/smoked cuttle fish(Sepia of ficinalis,Rossia macrosoma,Sepiola spp.)and squid(Ommastrephes spp.,Loligo spp., Nototodarus spp.,Sepioteuthis spp.)",1717445,Kilogram,0,?,"5,313,188"
3074990,Other dried/salted/smoked cuttle fish and squid,16470,Kilogram,0,?,"52,862"
3075200,Frozen octopus,3312297,Kilogram,0,?,"10,376,540"
3076090,"Snails (not sea snails), not for cultivation",28818,Kilogram,0,?,"255,213"
3077191,"Live/fresh/chilled clams, not for cultivation",124631,Kilogram,0,?,"188,495"
3077199,"Live/fresh/chilled cockles and ark shells, not for cultivation",607063,Kilogram,0,?,"1,448,119"
3077200,"Frozen clams, cockles and ark shells",575600,Kilogram,0,?,"5,567,244"
3078190,"Live/fresh/chilled abalone, not for cultivation",168872,Kilogram,0,?,"10,056,634"
3078290,"Live/fresh/chilled stromboid conchs, not for cultivation",9491,Kilogram,0,?,"43,791"
3078300,Frozen abalone,10534,Kilogram,0,?,"922,777"
3078400,Frozen stromboid conchs,236821,Kilogram,0,?,"523,416"
3078700,Dried/salted/smoked abalone,367,Kilogram,0,?,"85,375"
3079110,"Other molluscs for custivation, shelled or not",300,Kilogram,0,?,390
3079190,"Molluscs nes, live/fresh/chilled, not for cultivation",1759159,Kilogram,0,?,"43,956,578"
3079200,"Frozen molluscs nes",2235339,Kilogram,0,?,"10,047,664"
3081190,"Live/fresh/chilled sea cucumbers, not for cultivation",1100,Kilogram,0,?,"8,627"
3081200,Frozen sea cucumbers,1758865,Kilogram,0,?,"6,490,696"
3081900,Dried/salted/smoked sea cucumbers,12571,Kilogram,0,?,"130,986"
3082190,"Live/fresh/chilled sea urchins, not for cultivation",15183,Kilogram,0,?,"1,842,149"
3083090,Frozen/dried/salted/smoked jellyfish,1963497,Kilogram,0,?,"2,922,502"
3089019,"Live/fresh/chilled aquatic invertebrates(excl.crustaceans/molluscs)nes, not for cultivation",4810,Kilogram,0,?,"317,333"
4011000,"Milk&cream,fat¡Ü1%, not concentrated or sweetened",12182984,Kilogram,0,?,"10,446,506"
4012000,"Milk&cream,1%£¼fat¡Ü6%, not concentrated or sweetened",68196391,Kilogram,0,?,"74,587,402"
4014000,"Milk&cream,6%£¼fat¡Ü10%, not concentrated or sweetened",3168,Kilogram,0,?,"16,048"
4015000,"Milk&cream,fat£¾10%, not concentrated or sweetened",35551991,Kilogram,0,?,"144,163,671"
4021000,"Milk&cream in solid forms,fat¡Ü1.5%, concentrated/sweetened",74723275,Kilogram,0,?,"286,465,222"
4022100,"Milk&cream in solid forms of£¾1.5% fat, concentrated, unsweetened",95341432,Kilogram,0,?,"394,308,012"
4022900,"Milk&cream in solid forms of£¾1.5% fat, concentrated, sweetened",215575,Kilogram,0,?,"2,373,472"
4029100,"Milk&cream not in solid form, concentrated, unsweetened",124939,Kilogram,0,?,"320,821"
4029900,"Milk&cream not in solid form, concentrated, sweetened",645072,Kilogram,0,?,"2,060,694"
4032010,"Yogurt, whether or not flavoured or containing added sugar or other sweetening matter, fruits, nuts or cocoa",1989723,Kilogram,0,?,"3,316,502"
4032090,Other yogurt,334919,Kilogram,0,?,"830,513"
4039000,"Buttermilk, curdled milk and cream, kephir and other fermented or acidified milk and cream",341544,Kilogram,0,?,"1,310,351"
4041000,Whey and modified whey,112567790,Kilogram,0,?,"168,818,472"
4049000,"Products consisting of natural milk constituents, nes",999836,Kilogram,0,?,"4,569,663"
4051000,Butter,15644529,Kilogram,0,?,"103,668,530"
4052000,Dairy spreads,151,Kilogram,0,?,"10,241"
4059000,Other fats&oils derived from milk,5473262,Kilogram,0,?,"33,508,792"
4061000,"Fresh cheese, incl. whey cheese, curd",9147056,Kilogram,0,?,"48,441,393"
4062000,Grated or powdered cheese,7321458,Kilogram,0,?,"40,997,520"
4063000,"Processed cheese, not grated or powdered",2698606,Kilogram,0,?,"17,555,109"
4064000,"Blue-veined cheese, other-veined cheese prod. by penicillium roqueforti",10750,Kilogram,0,?,"123,704"
4069000,"Cheese, nes",6441075,Kilogram,0,?,"37,862,479"
4090000,Natural honey,484051,Kilogram,0,?,"9,661,057"
4109010,Edible bird's nests (salanganes' nests),84124,Kilogram,0,?,"105,790,219"
4109029,Other bee products,4999,Kilogram,0,?,"209,593"
5040011,"Hog casings, salted, excl. hog fat-ends",10382100,Kilogram,0,?,"30,969,905"
5040012,"Sheep casings, salted",328057,Kilogram,0,?,"1,501,978"
5040019,"Casings of animal guts, nes",6075736,Kilogram,0,?,"11,568,369"
5040021,"Cold, frozen gizzard",776452,Kilogram,0,?,"1,854,739"
5040029,"Gizzard of other animals, nes",13169572,Kilogram,0,?,"105,412,498"
5040090,"Other guts, bladders&stomachs of animals, whole/pieces, nes",262780,Kilogram,0,?,"1,290,714"
5051000,Raw feathers for stuffing; down,4324688,Kilogram,0,?,"27,939,925"
5059090,Feathers nes; skins&parts of birds with feathers or down,210688,Kilogram,0,?,"1,481,599"
5069090,"Bones and horn-cores not cut to shape, nes",11218801,Kilogram,0,?,"5,857,279"
5071000,"Ivory, its powder&waste, unworked",9617,Kilogram,0,?,"558,589"
5079020,Pilose antlers and powder thereof,120703,Kilogram,0,?,"6,723,772"
5079090,"Tortois-shell,whalebon,antlers, hooves, nails, claws&beaks;pwd/wst",716142,Kilogram,0,?,"3,194,655"
5080090,"Coral; shells of molluscs, crustaceans, echinoderms/cuttle-bone,",3649478,Kilogram,0,?,"2,902,902"
5100020,"Ambergris, castoreum and civet",397,Kilogram,0,?,"7,136"
5100090,Bile; other animal products for pharmacy,95396,Kilogram,0,?,"3,823,212"
5111000,Bovine semen,2062,Kilogram,2034664,Number of item,"17,502,146"
5119111,Fertilized fish eggs,886,Kilogram,0,?,"328,456"
5119119,Other fish products,567990,Kilogram,0,?,"614,853"
5119190,Prdct of fish/crustaceans/aquatic invertebrates; dead animals of chptr 3,891535,Kilogram,0,?,"5,684,968"
5119910,"Animal semen, not bovine semen",9,Kilogram,0,?,"52,254"
5119920,Animal embryo,16135,Kilogram,0,?,"2,492,708"
5119940,Horsehair and horsehair waste,107599,Kilogram,0,?,"112,800"
5119990,"Animal products, nes; dead animals of Chapter 1",645,Kilogram,0,?,"291,647"
6011021,Lily corms for seeding,16509875,Number of item,1262715,Kilogram,"4,324,307"
6011091,"Seed dormant bulbs, tubers, corms, crowns, rhizomes",17638590,Number of item,636588,Kilogram,"3,655,917"
6012000,"Bulbs, tubers, cormms, etc., growth/flower; chicory plants&roots",881,Number of item,24,Kilogram,"2,790"
6021000,Unrooted cuttings and slips,1023278,Number of item,270466,Kilogram,"380,398"
6022010,"Seedlings of edible fruit or nut trees, shrubs or bushes",9819,Number of item,2186,Kilogram,"21,195"
6023010,Seedlings of rhododendrons&azaleas,17836,Number of item,49234,Kilogram,"108,993"
6023090,"Rhododendrons&azaleas, not seedlings",4283,Number of item,447326,Kilogram,"845,315"
6024010,Seedlings of roses,2828,Number of item,493,Kilogram,"20,443"
6029010,Mushroom spawn,182005,Kilogram,0,?,"426,778"
6029091,"Seedlings of trees, shrubs or bushes, nes",1499922,Number of item,157755,Kilogram,"1,383,087"
6029092,"Orchid, not seedings",45027,Number of item,8843,Kilogram,"70,751"
6029099,"Other live plants, nes, not seedings",238875,Number of item,2337834,Kilogram,"3,742,006"
6031100,"Fresh cut flowers&buds of roses,for ornamental purpose",171291,Kilogram,3011267,Number of item,"1,654,778"
6031200,"Fresh cut flower&buds of carnations,for ornamental purpose",2688,Kilogram,46920,Number of item,"22,494"
6031300,"Fresh cut flowers&buds of orchids,for ornamental purpose",934570,Kilogram,37039907,Number of item,"2,248,843"
6031400,"Fresh cut flowers&buds of chrysanthemums,for ornamental purpose",546482,Kilogram,8169775,Number of item,"859,928"
6031500,"Fresh cut flowers&buds of lily,for ornamental purpose",3711,Kilogram,61770,Number of item,"56,109"
6031900,"Other fresh cut flowers&buds,for ornamental purpose",507190,Kilogram,13578222,Number of item,"8,133,575"
6039000,"Cut flowers&buds,other than fresh,for ornamental purpose",17036,Kilogram,58838850,Number of item,"235,720"
6042010,Fresh mosses and lichens,710,Kilogram,0,?,"7,824"
6042090,"Fresh foliage/branches/grasses without flowers/flowerbuds, for ornamental purpose",100342,Kilogram,0,?,"1,202,177"
6049010,Other mosses and lichens,1419,Kilogram,0,?,"39,506"
6049090,"Other foliage/branches/grasses without flowers/flowerbuds, for ornamental purpose",3809,Kilogram,0,?,"84,651"
7032010,"Bulbs of garlic, fresh or chilled",53000,Kilogram,0,?,"47,170"
7096000,"Fruits of genus Capiscum or Pimenta, fresh or chilled",78621,Kilogram,0,?,"65,216"
7099300,"Pumpkins/squash/gourds, fresh or chilled",3687288,Kilogram,0,?,"534,564"
7102100,"Shelled or unshelled peas, frozen",4401282,Kilogram,0,?,"5,535,728"
7104000,"Sweet corn, frozen",746803,Kilogram,0,?,"935,240"
7108090,"Other vegetables, frozen, nes",63984,Kilogram,0,?,"182,315"
7109000,Mixtures of vegetables,48045,Kilogram,0,?,"103,115"
7114000,Cucumbers&gherkins provisionally preserved,199320,Kilogram,0,?,"105,276"
7119031,"Bamboo shoots, in brine",40800,Kilogram,0,?,"230,112"
7119039,"Other vegetables, in brine",51365,Kilogram,0,?,"35,984"
7123200,Dried wood ears,1815,Kilogram,0,?,"29,127"
7129099,"Dried vegetables,nes;mixtures of vegetables",758186,Kilogram,0,?,"2,827,069"
7131010,"Seed peas, dried, shelled",20449,Kilogram,0,?,"42,806"
7131090,"Other dried peas, shelled",176968594,Kilogram,0,?,"87,387,346"
7132090,"Other dried chickpeas, shelled",1370200,Kilogram,0,?,"1,359,109"
7133190,"Other dried beans, shelled",54076510,Kilogram,0,?,"43,790,264"
7133290,"Other dried small red (Adzuki) beans (Phaseolus angularis), shelled",1464000,Kilogram,0,?,"1,180,648"
7133310,"Seed kidney beans, incl. white pea beans, dried, shelled",120,Kilogram,0,?,"1,441"
7133390,"Other dried kidney beans, incl. white pea beans, shelled",3905814,Kilogram,0,?,"2,713,915"
7133500,"Dried cow peas, shelled",3319837,Kilogram,0,?,"2,365,592"
7134090,"Other dried lentils, shelled",2682413,Kilogram,0,?,"2,473,320"
7135010,"Seed broad beans and horse beans, dried, shelled",450,Kilogram,0,?,"16,507"
7139010,"Dried leguminous vegetables seed nes, shelled",5093,Kilogram,0,?,"10,338"
7139090,"Dried leguminous vegetables, shelled, nes",11411368,Kilogram,0,?,"12,970,979"
7141020,Dried manioc,1203974444,Kilogram,0,?,"323,193,369"
7142019,Other fresh sweet potatoes,25200,Kilogram,0,?,"12,638"
7142030,Chilled or frozen sweet potatoes,52,Kilogram,0,?,615
7144000,Taro,665094,Kilogram,0,?,"459,424"
7149090,"Roots/tubers with high starch content, fresh, chilled, frozen/dried, nes",122500,Kilogram,0,?,"136,696"
8011100,Desiccated coconuts,3755798,Kilogram,0,?,"3,456,813"
8011200,Coconuts in the inner shell(endocarp),180999762,Kilogram,0,?,"86,137,200"
8011990,Other coconuts,351215,Kilogram,0,?,"256,293"
8012100,"Brazil nuts, in shell",25000,Kilogram,0,?,"94,800"
8013100,"Cashew nuts, in shell",1695857,Kilogram,0,?,"1,711,785"
8013200,"Cashew nuts, shelled",3356946,Kilogram,0,?,"17,711,604"
8021100,Almonds in shell,6246456,Kilogram,0,?,"19,478,941"
8021200,Shelled almonds,2776105,Kilogram,0,?,"13,823,018"
8022100,"Hazlenuts in shell, fresh or dried",2172400,Kilogram,0,?,"3,588,365"
8022200,"Hazlenuts without shells, fresh or dried",154012,Kilogram,0,?,"1,169,226"
8023100,"Walnuts in shell, fresh or dried",40000,Kilogram,0,?,"92,435"
8023200,"Walnuts without shells, fresh or dried",36012,Kilogram,0,?,"193,634"
8024210,Shelled chestnuts,13314,Kilogram,0,?,"8,635"
8025100,Pistachios in shell,5363138,Kilogram,0,?,"34,113,420"
8025200,Shelled pistachios,14989,Kilogram,0,?,"148,684"
8026190,"Macadamia nuts in shell, not for seeding",4441733,Kilogram,0,?,"14,340,447"
8026200,Shelled macadamia nuts,478351,Kilogram,0,?,"4,513,782"
8028000,Areca nuts,1354415,Kilogram,0,?,"1,678,544"
8029100,"Pine nuts, in shell",1441371,Kilogram,0,?,"13,874,136"
8029200,"Pine nuts, shelled",3825468,Kilogram,0,?,"58,880,164"
8029990,"Other nuts, fresh or dried, nes",2374659,Kilogram,0,?,"10,738,607"
8039000,"Other bananas, fresh or dried, excl.plantains",317630901,Kilogram,0,?,"193,047,436"
8041000,"Dates, fresh or dried",3456802,Kilogram,0,?,"1,659,109"
8042000,"Figs, fresh or dried",3877974,Kilogram,0,?,"5,582,706"
8043000,"Pineapples, fresh or dried",35595854,Kilogram,0,?,"30,797,761"
